rowlabel,nadults,sex,age,yrsarea,cartot,quallife,walkdark,unoccl,pubeve,mottheft,motstole,cardamag,yrhotry,yrhostol,yrdeface,persthef,delibdam,delibvio,threviol2,sexattak,polatt1,polatt2,polatt3,polatt5,polatt6,polatt7,genhealt,cry2,relig3,tenure1,hominsur,persinc,inner,rural3,rubbcomm,vandcomm,accharm1,livharm1a,tenharm,struct3,agegrp7,ethgrp2a,illONS,educat3,remploya,h10sec6a,club3,ratpol3,emdiqu15x,confx
175725240,2,2,63,7,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,1,2,1,1,11,0,1,4,4,2,1,1,4,5,1,2,2,3,1,1,0,4,-0.626613786
175996240,2,1,63,7,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,1,4,0,2,3,4,3,1,3,4,5,1,1,2,3,3,1,100,1,0.266492235
176013080,2,1,63,7,1,1,1,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,0,2,4,4,2,1,1,4,5,1,1,4,1,5,1,100,4,0.266492235
176071080,3,2,63,7,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,6,0,2,4,4,2,1,1,4,5,1,1,2,1,3,1,100,3,0.944621716
176080240,2,1,63,7,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,1,1,6,0,2,3,4,2,1,1,4,5,1,1,4,3,1,1,100,4,0.312152426
186259080,1,2,63,7,0,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,1,1,1,2,5,0,1,4,4,2,5,1,4,5,1,1,1,1,5,1,0,5,-1.132485093
186279320,3,1,63,7,3,1,1,6,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,9,0,2,3,4,3,1,1,4,5,1,1,4,1,3,1,100,5,0.726703351
186338240,1,2,63,7,2,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,1,1,5,0,1,4,4,1,6,1,4,5,1,1,4,3,1,1,0,5,-0.151178542
186437080,2,2,63,7,1,2,4,4,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,4,2,1,2,2,1,5,1,2,4,4,2,1,1,4,5,1,1,1,1,4,1,0,1,-2.299537461
186563240,1,2,63,7,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,1,1,1,1,2,0,2,3,3,2,6,1,4,5,1,3,4,3,1,1,100,3,-0.165185138
175123080,2,2,64,7,1,7,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,8,1,1,5,0,1,4,4,1,6,1,4,5,1,3,2,1,1,1,0,3,-0.133012589
175161400,2,2,64,7,1,8,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,2,1,1,5,0,2,3,3,3,1,1,4,5,1,1,1,3,5,1,0,1,-0.208943009
175170080,2,1,64,7,2,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,0,2,4,4,2,3,1,4,5,1,1,1,3,5,1,100,2,0.266492235
175298160,2,1,64,7,2,8,2,3,2,2,2,1,2,2,2,2,2,2,2,2,3,2,3,3,3,3,2,1,2,1,1,6,0,2,4,4,2,1,1,4,5,1,3,3,2,3,1,0,3,-0.872026389
175311240,2,2,64,7,2,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,8,1,1,4,0,2,4,4,2,1,1,4,5,1,3,4,3,3,1,100,3,0.990281907
175428160,1,1,64,7,2,3,1,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,2,1,2,1,1,3,0,2,3,3,3,5,1,4,5,1,1,3,3,3,1,0,1,0.062061513
175523320,2,2,64,7,3,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,1,2,2,1,12,0,1,4,4,1,1,1,4,5,1,1,3,1,2,1,100,3,0.281538336
175536320,2,2,64,7,2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,4,2,1,1,6,0,1,4,4,3,1,1,4,5,1,1,4,3,1,1,100,4,0.034567274
175627320,3,2,64,7,3,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,1,2,1,1,4,0,1,4,4,2,1,1,1,5,1,1,3,3,5,1,100,4,-0.626613786
175649160,1,1,64,7,1,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,1,1,1,1,3,0,2,3,3,2,3,1,4,5,1,3,2,3,4,1,0,2,-0.383103503
175716240,1,2,64,7,1,10,4,6,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,1,2,2,1,5,0,2,2,4,3,5,1,4,5,1,3,3,1,5,1,0,1,-0.596862512
175769160,1,2,64,7,1,3,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,1,3,0,1,4,4,1,4,3,4,5,1,1,2,3,5,1,100,3,0.266492235
175789080,3,2,64,7,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,3,7,1,2,1,12,0,2,4,4,1,1,1,1,5,1,3,4,3,1,1,100,5,-0.16640267
175880080,2,2,64,7,2,5,3,4,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,1,2,2,1,8,0,2,3,4,2,1,1,4,5,1,3,4,3,3,1,0,4,-0.422183064
176104160,2,1,64,7,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,14,0,2,4,4,3,2,1,4,5,1,1,2,1,1,1,100,5,0.266492235
176130240,2,2,64,7,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,5,0,2,3,3,1,1,1,4,5,1,1,1,3,2,1,0,5,0.266492235
176145080,2,2,64,7,1,1,2,4,1,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,1,1,2,1,1,7,0,1,4,4,2,1,1,4,5,1,1,2,3,1,1,0,5,-1.332237506
176159080,2,2,64,7,2,8,3,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,2,1,2,4,1,4,0,2,2,3,3,1,2,4,5,1,1,1,1,5,1,0,1,-0.91768658
176214080,1,2,64,7,1,5,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,3,5,5,5,7,6,1,2,2,0,2,3,4,3,6,1,4,5,3,3,4,3,6,1,0,3,-2.844161947
186333160,2,2,64,7,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,2,2,1,1,2,1,1,6,0,2,3,3,3,1,1,4,5,1,2,3,1,5,1,100,2,0.57070881
186436160,2,1,64,7,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,11,0,1,4,4,1,1,1,4,5,1,1,4,3,1,1,100,3,0.955167534
186466080,1,1,64,7,1,9,2,6,2,2,1,2,2,2,2,2,2,2,1,2,4,1,1,1,2,3,3,1,1,2,2,2,0,2,4,4,2,5,1,4,5,1,3,1,1,4,1,100,5,0.343462159
186586240,1,1,64,7,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,10,0,2,4,4,2,6,1,4,5,1,1,1,1,5,1,100,5,0.266492235
175176240,1,2,65,7,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,4,1,2,0,2,2,3,3,5,2,4,6,1,1,5,3,3,1,100,1,1.447551199
175199240,2,1,65,7,3,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,3,3,4,1,1,1,1,8,0,1,4,4,1,1,1,4,6,1,1,3,3,1,1,0,2,-1.071778801
175200160,2,2,65,7,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,1,1,2,1,1,6,0,1,4,4,1,1,1,4,6,1,1,1,1,3,1,100,3,-0.410597742
175387160,1,2,65,7,1,2,1,4,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,1,1,1,1,7,0,2,4,4,2,3,1,4,6,1,1,4,3,1,1,100,2,-0.383103503
175411160,2,1,65,7,2,1,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,3,1,5,2,1,14,0,2,4,4,2,1,1,4,6,1,1,3,1,1,1,100,5,0.512944342
175456080,1,1,65,7,1,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,1,2,1,1,6,0,2,3,4,3,5,1,4,6,1,1,3,3,1,1,0,5,-0.626613786
175459080,2,1,65,7,1,7,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,1,7,2,4,2,5,0,2,2,2,5,1,2,4,6,1,1,2,3,1,1,0,1,0.284658187
175473160,2,2,65,7,2,3,2,6,1,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,3,1,1,2,1,1,6,0,1,4,4,2,1,1,4,6,1,1,4,1,1,1,100,5,-0.917508553
175479240,2,1,65,7,3,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,2,1,1,1,1,10,0,2,3,4,5,1,1,4,6,1,2,4,1,1,1,0,2,0.051515695
175716160,2,2,65,7,2,3,4,3,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,4,1,1,2,1,1,8,0,2,4,4,2,1,1,4,6,1,1,4,3,1,1,0,3,-1.331198002
175760240,2,2,65,7,2,8,2,3,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,2,4,3,1,1,2,1,1,8,0,2,3,4,2,1,1,4,6,1,1,2,1,3,1,0,4,-0.164145634
175828080,2,1,65,7,2,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,1,2,1,1,4,0,2,4,4,2,6,1,4,6,1,1,4,1,1,1,100,5,-0.626613786
175997080,2,1,65,7,2,1,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,5,1,2,3,3,3,1,1,4,6,1,2,1,1,5,1,100,1,0.266492235
176050320,2,1,65,7,2,4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,5,4,2,1,2,1,1,9,0,1,3,4,2,1,1,4,6,1,1,3,3,1,1,0,5,-1.537531044
176121080,2,1,65,7,1,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,2,7,1,1,1,5,0,2,4,4,2,1,1,4,6,1,1,4,3,1,1,100,5,-0.628516106
176128160,2,2,65,7,1,5,2,3,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1,1,2,1,1,4,0,2,4,4,1,1,1,4,6,1,1,2,3,3,1,100,5,-0.133012589
176190160,1,2,65,7,1,4,2,6,3,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,4,2,1,2,1,1,5,0,1,4,4,1,6,1,4,6,1,1,3,1,5,1,0,5,-0.859922113
186256160,2,1,65,7,1,1,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,4,0,2,2,4,2,2,1,1,6,1,1,4,3,5,1,100,1,0.266492235
186355160,1,2,65,7,1,5,2,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,2,1,1,3,0,2,4,4,2,6,1,4,6,1,1,2,1,5,1,100,4,-0.208943009
186380320,2,2,65,7,1,1,2,4,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,3,2,1,1,1,1,1,13,0,2,4,4,2,1,1,4,6,1,1,4,3,1,1,100,4,0.095273566
186563080,2,2,65,7,2,1,2,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,1,2,1,1,6,0,2,4,4,2,1,1,4,6,1,1,4,1,4,1,100,5,-0.383103503
174488160,2,1,66,7,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,1,2,1,1,1,1,14,0,2,4,4,1,1,1,4,6,1,1,4,3,1,1,100,5,0.765782912
175156160,3,1,66,7,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,4,0,2,3,3,2,1,1,4,6,1,1,4,3,1,1,100,5,0.266492235
175187320,1,1,66,7,1,3,1,3,5,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,3,3,3,1,2,1,1,4,0,2,4,4,3,3,1,4,6,1,3,1,3,5,1,0,5,-0.393649321
175189080,1,2,66,7,1,7,3,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,2,1,1,2,0,2,3,3,2,3,1,4,6,1,3,1,3,5,1,100,3,0.526950939
175199320,2,1,66,7,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,1,2,1,2,3,0,1,4,4,2,1,1,4,6,1,3,2,1,5,1,0,3,0.772363542
175318320,2,1,66,7,2,5,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,2,1,1,3,0,1,4,4,2,1,1,4,6,4,3,3,1,3,1,100,5,0.266492235
175347160,1,2,66,7,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,1,2,1,1,5,0,2,4,4,2,5,1,4,6,1,1,2,3,1,1,100,4,-0.165185138
175389320,2,2,66,7,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,4,0,2,4,4,3,1,1,4,6,1,2,1,3,5,1,100,2,1.665469564
175514080,1,1,66,7,1,1,3,5,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,4,1,1,1,1,4,0,2,4,4,2,5,1,4,6,1,3,1,1,4,1,100,2,-0.626613786
175735240,1,2,66,7,1,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,2,1,2,1,1,12,0,1,3,3,1,6,1,4,6,1,1,3,3,2,1,0,2,-0.872026389
175895160,2,2,66,7,3,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,1,1,4,0,1,4,4,2,1,1,4,6,1,1,1,1,3,1,100,3,0.526950939
175919160,2,1,66,7,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,1,1,2,1,1,7,0,2,4,4,2,1,1,4,6,1,1,4,3,1,1,100,5,-0.165185138
175987320,1,1,66,7,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,2,1,4,7,1,1,1,5,1,2,4,4,3,3,1,4,6,1,2,4,3,1,1,100,1,0.536279226
176001160,1,1,66,7,1,7,2,6,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,1,2,1,1,4,0,2,3,4,2,5,1,4,6,1,1,4,1,1,1,100,5,-0.410597742
176017320,2,1,66,7,3,1,2,6,2,2,2,2,2,2,2,2,2,2,1,2,4,2,3,3,4,4,3,1,2,1,1,8,0,2,4,4,1,1,1,4,6,1,2,2,1,1,1,0,4,-1.549116366
176032320,1,1,66,7,1,1,1,3,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,2,1,1,1,1,1,6,0,1,4,4,2,5,1,4,6,1,1,4,3,1,1,0,4,-0.884130666
176073080,2,2,66,7,1,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,5,0,1,3,3,3,1,1,4,6,1,1,1,1,3,1,100,5,0.266492235
176213080,3,2,66,7,1,4,3,3,1,2,1,2,2,2,2,2,2,2,2,2,4,2,3,3,2,4,2,1,2,1,1,7,0,2,4,4,3,1,1,4,6,1,1,4,1,1,1,0,4,-1.085266444
176218320,2,1,66,7,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,1,1,1,2,1,1,7,0,1,4,4,1,1,1,4,6,1,1,4,3,1,1,100,4,0.790529495
186269240,1,2,66,7,1,2,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,4,0,2,2,3,2,3,1,4,6,1,1,1,3,2,1,0,1,0.526950939
186285080,2,1,66,7,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,3,1,2,1,1,6,0,2,4,4,2,1,1,4,6,1,3,3,3,4,1,100,5,1.173085898
186324240,2,1,66,7,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,7,0,2,4,4,3,1,1,4,6,1,1,4,3,1,1,100,2,1.665469564
186440320,2,2,66,7,2,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,1,1,1,1,1,9,0,1,4,4,1,1,1,4,6,1,1,1,3,3,1,0,3,-0.568849318
186474320,2,2,66,7,2,3,2,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,1,2,1,1,10,0,1,4,4,1,1,1,4,6,1,1,4,3,1,1,100,5,-0.369096906
186599080,1,1,66,7,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,3,3,1,1,1,1,4,0,2,4,4,3,5,1,4,6,1,3,5,3,1,1,0,5,-0.610350154
175063080,2,1,67,7,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,1,2,1,2,1,1,14,0,2,4,4,3,1,1,4,6,1,3,4,1,1,1,100,1,0.49668071
175175160,2,1,67,7,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,1,3,2,2,4,1,2,1,1,9,0,1,4,4,3,1,1,4,6,1,1,3,1,1,1,0,5,0.101854196
175193320,2,1,67,7,1,1,3,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,1,1,13,1,2,3,3,2,1,1,4,6,1,2,1,3,4,1,100,2,0.511904838
175199160,3,2,67,7,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,3,0,1,4,4,1,1,1,4,6,1,1,1,3,3,1,100,3,0.772363542
175339160,2,1,67,7,1,2,1,4,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,1,2,1,1,7,0,2,4,4,1,1,1,4,6,1,1,3,3,4,1,0,3,-0.410597742
175357160,2,1,67,7,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,1,1,6,0,2,4,4,1,1,1,4,6,1,1,1,1,5,1,100,5,0.066739823
175389160,2,1,67,7,2,4,2,4,3,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,3,2,2,1,2,1,1,6,0,2,4,4,2,1,1,4,6,1,1,4,3,5,1,0,4,0.31319193
175497160,2,2,67,7,1,5,3,4,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,4,4,2,2,1,2,1,1,6,0,2,3,3,1,1,1,4,6,1,1,3,3,1,1,100,3,-0.623671962
175565160,2,2,67,7,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,1,1,2,1,1,12,0,2,3,4,3,1,1,4,6,1,1,4,3,1,1,100,5,-0.383103503
175707480,2,1,67,7,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,10,0,2,3,3,2,1,1,4,6,1,1,4,1,3,1,100,3,0.990281907
175745080,2,2,67,7,1,5,3,3,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,3,0,1,4,4,1,1,1,4,6,1,1,5,3,5,1,0,5,0.066739823
175796080,1,1,67,7,1,8,4,3,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,4,3,4,1,2,1,1,4,0,2,2,3,2,3,1,4,6,1,3,4,3,1,1,0,2,-1.390001973
175866160,1,2,67,7,1,7,4,3,1,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,4,3,1,1,2,1,1,2,0,2,3,4,2,6,1,4,6,1,1,2,3,1,1,0,3,-1.060193479
175878160,2,2,67,7,1,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1,7,1,1,1,13,0,1,4,4,1,1,1,4,6,1,1,4,3,1,1,100,5,-0.133012589
175922240,1,2,67,7,1,1,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,6,0,2,4,4,1,6,1,4,6,1,1,4,1,2,1,100,5,0.772363542
175999240,2,2,67,7,1,5,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,7,0,1,4,4,1,1,1,4,6,1,1,4,3,1,1,100,3,0.266492235
176053240,2,2,67,7,2,8,3,3,1,2,2,2,2,2,2,2,2,2,2,2,4,2,5,4,5,3,2,1,2,1,1,4,0,2,4,4,1,1,1,4,6,1,1,1,3,5,1,0,5,-2.214975736
176123240,2,2,67,7,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,3,2,3,1,2,1,1,4,0,2,4,4,2,1,1,4,6,1,1,5,3,5,1,0,3,0.31319193
186322240,2,2,67,7,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,1,2,1,1,6,0,2,3,4,2,1,1,4,6,1,1,1,3,2,1,100,4,-0.194936413
186329640,2,1,67,7,1,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,2,2,2,1,2,1,1,4,0,1,4,4,1,1,1,4,6,1,1,1,3,4,1,0,5,0.370956398
186351080,2,2,67,7,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,11,0,1,3,3,1,1,1,4,6,1,1,4,3,1,1,100,4,1.665469564
186353640,2,2,67,7,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,2,2,1,1,1,1,1,10,0,1,3,4,1,1,1,4,6,1,1,4,3,1,1,0,5,-0.812359601
186491320,2,1,67,7,2,5,3,5,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,3,3,2,1,2,1,1,5,0,2,3,4,2,1,1,4,6,1,1,3,3,5,1,0,4,-0.84643447
186610080,2,1,67,7,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,1,1,4,1,2,3,3,2,2,1,4,6,1,3,3,3,2,1,0,2,0.526950939
175293240,2,2,68,7,4,5,2,5,2,2,2,1,2,2,2,2,2,2,2,2,5,2,2,3,4,4,2,1,2,1,2,8,0,2,3,4,2,1,1,4,6,1,1,4,3,1,1,0,4,-1.530950414
175431240,1,1,68,7,1,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,1,2,1,1,7,0,2,3,4,2,5,1,4,6,1,3,4,3,1,1,100,3,0.770461222
175593080,2,2,68,7,1,5,2,3,1,2,2,1,2,2,2,2,2,2,2,2,3,1,2,1,2,1,2,1,1,1,1,4,0,2,4,3,2,2,1,4,6,1,1,3,3,5,1,100,2,0.816121413
175638160,1,2,68,7,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,4,1,3,0,2,1,2,5,5,2,4,6,1,1,2,3,2,1,100,1,0.466244647
175762160,2,1,68,7,1,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,6,0,2,4,4,2,1,1,4,6,1,1,3,3,4,1,0,4,0.266492235
175902240,2,1,68,7,1,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,11,0,2,3,4,5,1,1,4,6,1,1,2,3,1,1,100,2,1.190034319
175977160,1,1,68,7,1,1,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,3,0,2,4,4,3,5,1,4,6,1,3,4,3,5,1,0,1,0.266492235
176048080,2,2,68,7,1,2,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,5,1,2,4,4,2,1,1,4,6,1,1,1,3,5,1,100,4,0.266492235
176082080,3,1,68,7,1,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,2,5,1,2,1,1,5,0,1,4,4,1,1,1,4,6,1,3,3,3,4,1,0,5,-1.362507734
176157080,2,2,68,7,2,1,1,4,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,7,2,1,1,14,0,2,4,4,1,1,1,4,6,1,1,4,3,1,1,100,5,1.665469564
176200160,1,1,68,7,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,1,1,4,1,2,3,3,2,3,1,4,6,1,1,1,3,5,1,0,3,-1.132485093
176213240,2,2,68,7,2,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,2,2,2,1,2,1,1,12,0,2,4,4,1,1,1,4,6,1,1,4,3,1,1,100,4,0.352790446
186385080,1,2,68,7,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,3,1,1,1,2,1,1,3,0,2,3,3,3,5,1,4,6,1,1,3,1,2,1,0,3,0.602362405
186449160,2,2,68,7,1,1,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,1,2,4,1,5,0,2,3,3,3,1,2,4,6,1,2,1,3,5,1,0,3,0.048573871
186469240,2,2,68,7,2,5,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,1,1,2,1,1,7,0,1,4,4,1,1,1,4,6,1,1,4,1,1,1,100,5,0.327198527
186545080,1,2,68,7,1,3,1,5,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,6,0,1,4,4,1,5,1,4,6,1,1,4,3,1,1,100,5,0.726703351
175185240,2,1,69,7,2,2,1,4,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,1,1,1,12,0,2,3,3,1,1,1,4,6,1,3,4,3,1,1,0,5,-0.151178542
175304160,2,1,69,7,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,2,3,1,2,1,1,5,0,2,4,4,2,1,1,4,6,1,1,1,3,4,1,100,3,0.483193068
175312240,1,2,69,7,1,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2,0,2,4,4,1,6,1,4,6,1,1,1,3,5,1,100,5,1.465717151
175363080,2,2,69,7,1,2,2,3,1,2,2,2,2,2,2,2,2,2,1,2,5,2,5,5,5,5,2,3,1,1,1,2,0,2,3,3,3,5,1,1,6,1,1,1,3,2,1,0,5,-3.149063638
175420080,2,1,69,7,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,7,0,2,4,4,3,1,1,4,6,1,1,4,3,1,1,100,5,-0.169344494
175502080,2,2,69,7,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,0,2,3,4,2,5,1,4,6,1,1,4,3,2,1,100,2,0.266492235
175631160,2,1,69,7,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,10,0,1,4,4,1,1,1,4,6,1,1,4,3,1,1,100,4,0.770461222
